what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.open.type.hierarchy",1604624290507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624305598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624400579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624408614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624433426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604624458565
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604624465993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624468103
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624475785
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604624477788
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604624478075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624487071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624488935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624522871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624525150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604624568000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604624571726
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604624600842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624602455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624605730
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604624611769
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604624619456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624623534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624659583
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604624661770
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604624671510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624680172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624681748
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604624687360
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604624687505
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604624690007
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604624690799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624697008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624699840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624710312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624711705
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604624717929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624718370
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624744260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624746045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624757249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624763634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624780161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624781478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624782823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624785597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624788663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624791716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624801822
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604624810578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624812398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624815585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624830861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624834837
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604624837126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624843820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624858452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624863297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624872950
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604624890265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624891736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624908273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624911757
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624913104
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604624914259
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604624914406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624940488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624947113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624948470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624977286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625008438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625087328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625091718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625110188
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604625117195
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604625117504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625130342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625211843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625230507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625269117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625280054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625295164
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604625301450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625303096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625307514
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604625311754
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604625311902
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604625320030
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604625323945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625339629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625356572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625410220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625494332
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604625508007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625510160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625513574
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604625517026
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604625517185
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604625521213
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604625521354
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604625525303
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604625527738
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604625532900
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604625538423
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604625539246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625541435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625544412
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604625549351
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604625551708
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604625552024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625560962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625593956
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604625640557
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604625652531
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604625654918
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604625655108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625659972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625679390
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604625679418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625680395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625681716
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604625685351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625696041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625740681
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604625767829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625769720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625772841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625778734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604625802561
