what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1604618319088
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1604618319144
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1604618319652
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604618320649
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604618373663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604618412056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604618420418
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604618546569
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604618547925
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604618553770
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604618556451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604618565676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604618572667
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604618572698
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604618573884
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1604618612165
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1604618612171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604618616070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1604618618223
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604618620023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604618674724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604618677099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604618708512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604618710772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604618715333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604618717340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604618719000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604618729107
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604618731212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604618733076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604618858953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604618859991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1604618861845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604618864261
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604618869658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604618871811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604618872520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604618889931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604618898748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604618900563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604618903277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604618905165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604618918673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604618965988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604618967230
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1604619021148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1604619021893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604619079815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604619083185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604619098451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619115857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619118512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619119253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619133150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619174107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619195839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619209673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619226830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619234520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619235608
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604619241074
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1604619241099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619242318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619265282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619267013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619274246
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604619275776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604619277944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619280022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619298699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604619300661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619354724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619357854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619385772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619392101
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604619435104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619444077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619453949
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604619458221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619530888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619532084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619566792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619592737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619607682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619617699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619622214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619629502
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619642621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619645499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619752053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619753586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619764044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619771891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619783601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619793296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604619834528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604619835882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619921025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604619925346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620064140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620067465
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604620067505
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604620073807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620232685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620234525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604620242253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620251933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620254302
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604620268100
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604620286281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620290786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620296523
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1604620336196
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604620338329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604620348655
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604620350634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620352565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620358115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620361734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620364742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620370149
